Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
SPOT,Spotify Technology S.A. Ordinary Shares,$564.93,3.96,0.706%,115157821976.00,Luxembourg,2018,1883354,Consumer Discretionary,Broadcasting
SPR,Spirit Aerosystems Holdings Inc. Common Stock,$39.50,0.09,0.228%,4642167072.00,United States,2006,11351333,Industrials,Military/Government/Technical
SPRU,Spruce Power Holding Corporation Class A Common Stock,$5.30,0.21,4.126%,96294974.00,United States,2019,89623,Consumer Discretionary,Auto Parts:O.E.M.
SPXC,SPX Technologies Inc. Common Stock,$208.67,0.43,0.206%,10399189018.00,United States,,259528,Industrials,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,$18.03,0.06,0.334%,0.00,United States,,27216,Finance,Trusts Except Educational Religious and Charitable
SQM,Sociedad Quimica y Minera S.A. Common Stock,$61.26,0.59,0.972%,17498172118.00,Chile,1993,1381581,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),$6.32,-0.26,-3.951%,90581033.00,France,,64661,Technology,Semiconductors
SR,Spire Inc. Common Stock,$82.43,0.06,0.073%,4866512973.00,United States,,403651,Utilities,Oil/Gas Transmission
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,$24.1197,-0.0603,-0.249%,,United States,,6114,,
SRE,DBA Sempra Common Stock,$90.66,0.59,0.655%,59172106694.00,United States,,3395036,Utilities,Natural Gas Distribution
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,$21.86,-0.19,-0.862%,13840568828.00,United States,2019,63223,Utilities,Natural Gas Distribution
SRFM,Surf Air Mobility Inc. Common Stock,$2.25,-0.22,-8.907%,142252763.00,United States,2023,3355412,Consumer Discretionary,Transportation Services
SRG,Seritage Growth Properties Class A Common Stock,$3.33,-0.09,-2.632%,187560941.00,United States,2015,353317,Finance,Real Estate
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,$24.0999,0.0499,0.207%,,United States,,7855,,
SRI,Stoneridge Inc. Common Stock,$5.87,0.10,1.733%,164459385.00,United States,1997,130505,Consumer Discretionary,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,$6.00,0.01,0.167%,88933506.00,Canada,,12748,Finance,Commercial Banks
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,$40.65,0.29,0.719%,0.00,United States,,47482,Finance,Finance Companies
SSB,SouthState Bank Corporation Common Stock,$92.14,0.07,0.076%,9261485363.00,United States,,674557,Finance,Major Banks
SSD,Simpson Manufacturing Company Inc. Common Stock,$169.47,0.43,0.254%,7026103334.00,United States,,265943,Consumer Discretionary,Industrial Machinery/Components
SSL,Sasol Ltd. American Depositary Shares,$6.00,-0.14,-2.28%,3896250624.00,South Africa,,1085949,Energy,Oil & Gas Production
SST,System1 Inc. Class A Common Stock,$4.12,0.20,5.102%,41191463.00,United States,2020,37492,Technology,Computer Software: Programming Data Processing
SSTK,Shutterstock Inc. Common Stock,$19.01,-0.10,-0.523%,675241911.00,United States,2012,140799,Technology,EDP Services
ST,Sensata Technologies Holding plc Ordinary Shares,$33.55,0.37,1.115%,4887521559.00,Netherlands,2010,1293123,Industrials,Industrial Machinery/Components
STAG,Stag Industrial Inc. Common Stock,$38.79,-0.08,-0.206%,7244035215.00,United States,2011,1022136,Real Estate,Real Estate Investment Trusts
STC,Stewart Information Services Corporation Common Stock,$76.28,-0.78,-1.012%,2137686205.00,United States,,202700,Finance,Specialty Insurers
STE,STERIS plc (Ireland) Ordinary Shares,$263.28,2.26,0.866%,25840144530.00,United States,,585578,Health Care,Industrial Specialties
STEL,Stellar Bancorp Inc. Common Stock,$31.66,-0.31,-0.97%,1620596060.00,United States,,176809,Finance,Major Banks
STEM,Stem Inc. Class A Common Stock,$18.30,-0.37,-1.982%,153540806.00,United States,1992,218716,Miscellaneous,Industrial Machinery/Components
STEW,SRH Total Return Fund Inc. Common Stock,$18.14,0.07,0.387%,0.00,United States,,83459,Finance,Investment Managers
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,$5.93,0.3402,6.086%,80151351.00,,2018,7255,Real Estate,Other Consumer Services
STK,Columbia Seligman Premium Technology Growth Fund Inc,$37.91,0.33,0.878%,0.00,United States,2009,54810,Finance,Investment Managers
STLA,Stellantis N.V. Common Shares,$12.05,0.21,1.774%,34709931962.00,United Kingdom,2014,14048094,Industrials,Auto Manufacturing
STM,STMicroelectronics N.V. Common Stock,$26.00,0.34,1.325%,23352560608.00,Switzerland,,6590324,Technology,Semiconductors
STN,Stantec Inc Common Stock,$95.01,0.02,0.021%,10837505195.00,Canada,,133341,Consumer Discretionary,Military/Government/Technical
STNG,Scorpio Tankers Inc. Common Shares,$55.89,-0.05,-0.089%,2789835532.00,Monaco,2010,975466,Consumer Discretionary,Marine Transportation
STT,State Street Corporation Common Stock,$123.61,1.74,1.428%,34525810214.00,United States,,2087641,Finance,Major Banks
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,$22.01,-0.07,-0.317%,,United States,,175832,,
STUB,StubHub Holdings Inc. Class A Common Stock,$12.42,0.49,4.107%,4291606490.00,,2025,3820645,Consumer Discretionary,Services-Misc. Amusement & Recreation
STVN,Stevanato Group S.p.A. Ordinary Shares,$22.11,-0.81,-3.534%,6695848471.00,,2021,341543,Health Care,Medical/Dental Instruments
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,$18.24,-0.06,-0.328%,6754843441.00,United States,2009,2354054,Real Estate,Real Estate Investment Trusts
STZ,Constellation Brands Inc. Common Stock,$142.37,4.34,3.144%,24916648646.00,United States,,2994280,Consumer Staples,Beverages (Production/Distribution)
SU,Suncor Energy  Inc. Common Stock,$44.25,-0.52,-1.161%,53156050900.00,Canada,,6441151,Energy,Integrated oil Companies
SUI,Sun Communities Inc. Common Stock,$128.23,0.90,0.707%,15857997521.00,United States,1993,662241,Real Estate,Real Estate Investment Trusts
SUN,Sunoco LP Common Units representing limited partner interests,$54.43,-0.16,-0.293%,8328625119.00,United States,2012,413801,Energy,Integrated oil Companies
SUNC,SunocoCorp LLC Common Units representing limited liability company interests,$51.24,-0.60,-1.157%,10480681967.00,,2025,526310,,
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,$11.01,-0.45,-3.927%,1005702549.00,,2016,1465010,Finance,Commercial Banks
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),$9.24,-0.05,-0.538%,11680446763.00,Brazil,2018,3837462,Basic Materials,Paper
SVV,Savers Value Village Inc. Common Stock,$8.96,0.03,0.336%,1399797961.00,United States,2023,941752,Consumer Discretionary,Other Specialty Stores
SW,Smurfit WestRock plc Ordinary Shares,$36.04,-0.41,-1.125%,18819717365.00,Ireland,2024,5562947,Consumer Discretionary,Containers/Packaging
SWK,Stanley Black & Decker Inc. Common Stock,$72.47,0.26,0.36%,11224513341.00,United States,,1621406,Consumer Discretionary,Industrial Machinery/Components
SWX,Southwest Gas Holdings Inc. Common Stock (DE),$79.08,0.06,0.076%,5708303049.00,United States,,343683,Utilities,Oil & Gas Production
SWZ,Total Return Securities Fund Common Stock,$6.10,0.00,0.00%,0.00,United States,,61512,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,$6.80,0.04,0.592%,575725461.00,United States,2011,1103768,Industrials,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,$242.08,-1.74,-0.714%,2933283118.00,United States,,112703,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,$92.39,-2.03,-2.15%,3924907361.00,United States,,199657,Industrials,Major Chemicals
SYF,Synchrony Financial Common Stock,$80.36,-0.04,-0.05%,28943349435.00,United States,2014,2620678,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,$19.22,-0.14,-0.723%,,United States,,65982,,
SYF^B,Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,$25.99,0.04,0.154%,,United States,,7594,,
SYK,Stryker Corporation Common Stock,$364.02,-0.33,-0.091%,139209856345.00,United States,,1415605,Health Care,Medical/Dental Instruments
SYY,Sysco Corporation Common Stock,$73.10,-0.34,-0.463%,35004743194.00,United States,,3181452,Consumer Discretionary,Food Distributors
T,AT&T Inc.,$25.28,-0.11,-0.433%,179221283234.00,United States,,28068823,Telecommunications,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,$19.90,0.05,0.252%,,United States,,218749,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,$18.87,0.08,0.426%,,United States,,194607,,
TAC,TransAlta Corporation Ordinary Shares,$14.06,-0.20,-1.403%,4182850000.00,Canada,,779093,Utilities,Electric Utilities: Central
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),$14.18,-0.10,-0.70%,44628703961.00,Japan,2018,1872224,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,$11.36,0.26,2.342%,6929846387.00,China,,2452673,Real Estate,Other Consumer Services
TALO,Talos Energy Inc. Common Stock,$11.85,0.07,0.594%,2014366948.00,United States,2018,1764338,Energy,Oil & Gas Production
TAP,Molson Coors Beverage Company Class B Common Stock,$45.13,-0.44,-0.966%,8478162823.00,Canada,,2882841,Consumer Staples,Beverages (Production/Distribution)
TBB,AT&T Inc. 5.350% Global Notes due 2066,$22.28,-0.02,-0.09%,159310588494.00,United States,2017,71301,Telecommunications,Telecommunications Equipment
TBBB,BBB Foods Inc. Class A Common Shares,$32.73,-0.62,-1.859%,3756317528.00,Mexico,2024,496504,Consumer Staples,Food Chains
TBI,TrueBlue Inc. Common Stock,$4.90,-0.09,-1.804%,146703393.00,United States,,107382,Consumer Discretionary,Professional Services
TBN,Tamboran Resources Corporation Common stock,$26.16,0.42,1.632%,536119613.00,,2024,111100,Energy,Oil & Gas Production
TCBX,Third Coast Bancshares Inc. Common Stock,$38.73,-0.23,-0.59%,538117641.00,United States,,48804,Finance,Banks
TCI,Transcontinental Realty Investors Inc. Common Stock,$43.87,-0.09,-0.205%,379006793.00,United States,,667,Real Estate,Real Estate Investment Trusts
TCPA,TransCanada PipeLines Limited 6.250% Junior Subordinated Notes due 2085,$23.87,-0.11,-0.459%,0.00,,2025,116199,,
TD,Toronto Dominion Bank (The) Common Stock,$88.32,2.24,2.602%,150780257280.00,Canada,,4420519,Finance,Commercial Banks
TDAY,USA TODAY Co. Inc. Common Stock,$5.51,0.45,8.893%,810569213.00,United States,2014,2806496,Consumer Discretionary,Newspapers/Magazines
TDC,Teradata Corporation Common Stock,$29.86,0.11,0.37%,2782952000.00,United States,,2103201,Technology,Computer Software: Prepackaged Software
TDF,Templeton Dragon Fund Inc. Common Stock,$11.35,0.10,0.889%,0.00,United States,,58871,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,$1346.86,-13.24,-0.973%,75853248046.00,United States,2006,178647,Industrials,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,$7.59,-0.19,-2.442%,1347023144.00,United States,2015,3678510,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,$39.40,0.42,1.077%,4550700000.00,United States,,789420,Telecommunications,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,$21.33,0.05,0.235%,,United States,,17167,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,$19.27,-0.07,-0.362%,,United States,,31022,,
TDW,Tidewater Inc. Common Stock,$57.63,-1.87,-3.143%,2856324738.00,United States,2017,619890,Consumer Discretionary,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,$522.30,4.30,0.83%,24522500510.00,United States,,335144,Industrials,Industrial Machinery/Components
TE,T1 Energy Inc. Common Stock,$5.83,0.72,14.09%,1238092701.00,Luxembourg,2021,18845030,Miscellaneous,Industrial Machinery/Components
TECK,Teck Resources Ltd Ordinary Shares,$45.07,0.19,0.423%,22003174000.00,Canada,,4389179,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TEF,Telefonica SA Common Stock,$4.20,0.01,0.239%,23814678527.00,Spain,1988,3511182,Telecommunications,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,$6.64,0.02,0.302%,0.00,United States,1993,172340,Finance,Finance Companies
TEL,TE Connectivity plc Ordinary Shares,$234.36,0.95,0.407%,68946191693.00,Ireland,,1810436,Technology,Electronic Components
TEN,Tsakos Energy Navigation Ltd Common Shares,$24.74,0.24,0.98%,745356898.00,Greece,,167567,Consumer Discretionary,Marine Transportation
TEN^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,$26.325,-0.0849,-0.321%,,Greece,,3255,,
TEN^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,$26.6601,-0.0199,-0.075%,,Greece,,8869,,
TEO,Telecom Argentina SA,$12.52,-0.35,-2.72%,5392834777.00,Argentina,,163993,Telecommunications,Telecommunications Equipment
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,$28.46,0.05,0.176%,32651660292.00,Israel,,8529396,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,$49.83,-0.45,-0.895%,3268848000.00,United States,,1407615,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,$47.53,-0.01,-0.021%,60802577162.00,United States,,5196660,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,$20.23,-0.05,-0.247%,,United States,,27829,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,$21.49,0.05,0.233%,,United States,,96863,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,$18.95,0.05,0.265%,,United States,,361251,,
TFII,TFI International Inc. Common Shares,$97.26,1.51,1.577%,8003312109.00,Canada,,218861,Industrials,Trucking Freight/Courier Services
TFIN,Triumph Financial Inc. Common Stock,$61.31,0.23,0.377%,1456934115.00,United States,,222021,Finance,Major Banks
TFIN^,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,$21.7087,0.1087,0.503%,,United States,,184,,
TFPM,Triple Flag Precious Metals Corp. Common Shares,$32.75,-0.04,-0.122%,6764889322.00,Canada,2022,326559,Industrials,Precious Metals
TFSA,Terra Income Fund 6 LLC 7.00% Notes due 2026,$24.35,-0.575,-2.307%,205486947.00,,2021,2005,,
TFX,Teleflex Incorporated Common Stock,$120.50,1.64,1.38%,5325426164.00,United States,,476389,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,$7.55,-0.25,-3.205%,263575732.00,United States,,91917,Industrials,Metal Fabrications
TGE,The Generation Essentials Group Class A Ordinary Shares,$1.08,0.03,2.857%,52337956.00,,2025,35828,Consumer Discretionary,Newspapers/Magazines
TGLS,Tecnoglass Inc. Ordinary Shares,$51.33,-0.01,-0.019%,2390409663.00,Colombia,2022,367339,Consumer Discretionary,Electronic Components
TGNA,TEGNA Inc,$19.16,-0.11,-0.571%,3085848077.00,United States,,1637279,Industrials,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,$31.32,-0.36,-1.136%,4715295280.00,Argentina,,188596,Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,$92.19,0.60,0.655%,41744223675.00,United States,,5896390,Consumer Discretionary,Department/Specialty Retail Stores
THC,Tenet Healthcare Corporation Common Stock,$210.00,-2.14,-1.009%,18455850000.00,United States,,571744,Health Care,Hospital/Nursing Management
THG,Hanover Insurance Group Inc,$177.82,-0.64,-0.359%,6327540478.00,United States,,238170,Finance,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,$100.84,-1.19,-1.166%,5328250878.00,United States,,1083902,Industrials,Homebuilding
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,$18.77,0.01,0.053%,0.00,United States,2014,127193,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,$39.12,1.35,3.574%,1284703734.00,United States,2011,603659,Energy,Industrial Machinery/Components
THS,Treehouse Foods Inc. Common Stock,$23.60,-0.13,-0.548%,1191800000.00,United States,,484302,Consumer Staples,Packaged Foods
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,$12.54,-0.04,-0.318%,0.00,United States,2015,125424,Finance,Finance Companies
TIC,TIC Solutions Inc. Common Stock,$9.54,0.03,0.315%,2104139662.00,United States,2025,1983178,Real Estate,Real Estate
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,$21.23,-1.15,-5.139%,10278735482.00,Brazil,2020,551084,Telecommunications,Telecommunications Equipment
TISI,Team Inc. Common Stock,$14.60,-0.40,-2.667%,66097704.00,United States,,101402,Consumer Discretionary,Other Consumer Services
TJX,TJX Companies Inc. (The) Common Stock,$153.28,2.98,1.983%,170212396322.00,United States,,6075141,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Ltd. Common Stock,$9.39,-0.19,-1.983%,784436262.00,Bermuda,,522193,Consumer Discretionary,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,$5.82,0.03,0.518%,5121600000.00,Turkey,,570511,Telecommunications,Telecommunications Equipment
TKO,TKO Group Holdings Inc. Class A Common Stock,$202.22,1.35,0.672%,39449275169.00,United States,2023,808162,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,Timken Company (The) Common Stock,$83.21,0.45,0.544%,5796041477.00,United States,,760885,Industrials,Metal Fabrications
TLK,PT Telekomunikasi Indonesia Tbk,$21.83,-0.09,-0.411%,21625281884.00,Indonesia,,362586,Telecommunications,Telecommunications Equipment
TLYS,Tilly's Inc. Common Stock,$1.80,0.03,1.695%,54852606.00,United States,2012,399756,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation Common Stock,$196.56,-1.71,-0.862%,256489763559.00,Japan,,271122,Industrials,Auto Manufacturing
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,$18.58,-0.14,-0.748%,28778645684.00,United States,2018,3366090,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,$62.44,-0.28,-0.446%,6101951310.00,United States,2013,728776,Consumer Discretionary,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,$572.77,-2.47,-0.429%,215194304953.00,United States,,1873697,Industrials,Industrial Machinery/Components
TNC,Tennant Company Common Stock,$74.50,0.23,0.31%,1350384691.00,United States,,97327,Industrials,Industrial Machinery/Components
TNET,TriNet Group Inc. Common Stock,$56.99,-0.73,-1.265%,2737250273.00,United States,2014,299986,Real Estate,Real Estate
TNK,Teekay Tankers Ltd.,$55.21,-0.26,-0.469%,1898240268.00,Bermuda,2007,386525,Consumer Discretionary,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,$68.53,0.23,0.337%,4408205134.00,United States,,706051,Consumer Discretionary,Hotels/Resorts
TOL,Toll Brothers Inc. Common Stock,$138.94,-2.12,-1.503%,13391454020.00,United States,,1042915,Consumer Discretionary,Homebuilding
TOST,Toast Inc. Class A Common Stock,$35.67,0.47,1.335%,20973960000.00,United States,2021,9796689,Technology,EDP Services
TPB,Turning Point Brands Inc. Common Stock,$100.84,2.16,2.189%,1923095136.00,United States,2016,137465,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation Common Stock,$67.82,-0.82,-1.195%,3577047079.00,United States,1970,493006,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPH,Tri Pointe Homes Inc. Common Stock,$33.56,-0.12,-0.356%,2884599359.00,United States,2013,639889,Consumer Discretionary,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,$925.08,5.33,0.58%,21257792603.00,United States,,96976,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,$116.30,1.24,1.078%,23800766158.00,United States,,2124707,Consumer Discretionary,Apparel
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,$23.77,-0.08,-0.335%,578550794.00,,2021,685,Real Estate,Real Estate Investment Trusts
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,$6.75,0.11,1.657%,272698630.00,United States,2014,536016,Consumer Discretionary,Other Consumer Services
TR,Tootsie Roll Industries Inc. Common Stock,$37.59,-0.14,-0.371%,2743567422.00,United States,,70632,Consumer Staples,Specialty Foods
TRAK,ReposiTrak Inc. Common Stock,$13.54,0.01,0.074%,247625681.00,United States,,41190,Technology,EDP Services
TRC,Tejon Ranch Co Common Stock,$16.01,-0.03,-0.187%,430572220.00,United States,2000,52817,Finance,Real Estate
TREX,Trex Company Inc. Common Stock,$34.50,0.27,0.789%,3700290048.00,United States,,1688129,Basic Materials,Forest Products
TRGP,Targa Resources Inc. Common Stock,$180.74,0.72,0.40%,38797388857.00,United States,2010,1494433,Utilities,Natural Gas Distribution
TRN,Trinity Industries Inc. Common Stock,$27.65,0.02,0.072%,2216991461.00,United States,,417653,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,$62.28,-0.14,-0.224%,6439454364.00,United States,2010,501449,Finance,Real Estate
TROX,Tronox Holdings plc Ordinary Shares (UK),$3.84,0.01,0.261%,608840940.00,United States,,2173056,Industrials,Major Chemicals
TRP,TC Energy Corporation Common Stock,$54.59,-0.22,-0.401%,56828190000.00,Canada,,1155015,Utilities,Natural Gas Distribution
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,$26.10,0.00,0.00%,,United States,,959,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,$25.6619,-0.0372,-0.145%,,United States,,1328,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,$25.16,0.06,0.239%,,United States,,6117,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,$23.61,0.0299,0.127%,,United States,,13536,,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,$19.58,-0.07,-0.356%,,United States,,1592,,
TRTN^F,Triton International Limited 7.625% Series F Cumulative Redeemable Perpetual Preference Shares,$25.89,0.18,0.70%,,United States,,10732,,
TRTX,TPG RE Finance Trust Inc. Common Stock,$8.98,0.03,0.335%,702786887.00,United States,2017,745741,Real Estate,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,$18.65,0.06,0.323%,,United States,,11110,,
TRU,TransUnion Common Stock,$84.47,0.28,0.333%,16404074000.00,United States,2015,1846764,Finance,Finance: Consumer Services
TRV,The Travelers Companies Inc. Common Stock,$280.89,-1.96,-0.693%,62656283201.00,United States,,1287318,Finance,Property-Casualty Insurers
TS,Tenaris S.A. American Depositary Shares,$40.88,-0.46,-1.113%,22162523604.00,Luxembourg,,777260,Industrials,Steel/Iron Ore
TSE,Trinseo PLC Ordinary Shares ,$0.6663,-0.031,-4.446%,23982528.00,United States,2014,1083786,Industrials,Major Chemicals
TSI,TCW Strategic Income Fund Inc. Common Stock,$4.88,-0.03,-0.611%,0.00,United States,,287401,Finance,Investment Managers
TSLX,Sixth Street Specialty Lending Inc. Common Stock,$22.29,0.01,0.045%,2106269588.00,,2014,535552,Finance,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$294.72,1.79,0.611%,1528579028099.00,Taiwan,1997,10265314,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,$56.92,0.78,1.389%,20095838803.00,United States,,3435254,Consumer Staples,Meat/Poultry/Fish
TSQ,Townsquare Media Inc. Class A Common Stock,$4.86,-0.03,-0.613%,79998594.00,United States,2014,20457,Consumer Discretionary,Broadcasting
TT,Trane Technologies plc,$401.43,-3.92,-0.967%,89012688376.00,Ireland,,1166571,Industrials,Auto Parts:O.E.M.
TTAM,Titan America SA Common Shares,$15.57,-0.25,-1.58%,2870523580.00,,2025,248209,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TTC,Toro Company (The) Common Stock,$71.19,-0.13,-0.182%,6966805960.00,United States,,826390,Consumer Discretionary,Tools/Hardware
TTE,TotalEnergies SE,$64.82,-1.96,-2.935%,141428282135.00,France,,2162420,Energy,Oil & Gas Production
TTI,Tetra Technologies Inc. Common Stock,$8.42,-0.42,-4.751%,1126147332.00,United States,,2004758,Energy,Oil & Gas Production
TU,Telus Corporation Ordinary Shares,$13.51,0.15,1.123%,20913480000.00,Canada,,5472885,Telecommunications,Telecommunications Equipment
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,$2.29,-0.09,-3.782%,1396263263.00,China,2021,1202047,Technology,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A.B. Common Stock,$2.68,-0.08,-2.899%,5118800000.00,Mexico,1993,537031,Industrials,Broadcasting
TVC,Tennessee Valley Authority Common Stock,$24.16,-0.08,-0.33%,0.00,United States,,13699,Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,$24.23,-0.02,-0.082%,0.00,United States,,6206,Utilities,Electric Utilities: Central
TWI,Titan International Inc. (DE) Common Stock,$8.21,-0.10,-1.203%,525041766.00,United States,,432478,Industrials,Steel/Iron Ore
TWLO,Twilio Inc. Class A Common Stock,$127.32,2.10,1.677%,19303343988.00,United States,2016,2672218,Technology,Computer Software: Prepackaged Software
TWN,Taiwan Fund Inc. (The) Common Stock,$56.0661,0.2261,0.405%,0.00,United States,1986,5603,Finance,Trusts Except Educational Religious and Charitable
TWO,Two Harbors Investment Corp,$10.22,0.02,0.196%,1064472460.00,United States,,1310882,Real Estate,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),$23.40,0.01,0.043%,,United States,,5136,,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$22.97,0.24,1.056%,,United States,,10841,,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$24.02,0.06,0.25%,,United States,,11941,,
TWOD,Two Harbors Investments Corp 9.375% Senior Notes due 2030,$25.6399,-0.0001,0.00%,0.00,United States,2025,9681,Real Estate,Real Estate Investment Trusts
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),$38.43,-0.17,-0.44%,7704229040.00,Luxembourg,,200381,Industrials,Steel/Iron Ore
TXNM,TXNM Energy Inc. Common Stock,$58.23,0.10,0.172%,6342490560.00,United States,,565719,Utilities,Electric Utilities: Central
TXO,TXO Partners L.P. Common Units Representing Limited Partner Interests,$12.49,0.06,0.483%,684255807.00,United States,2023,497330,Energy,Oil & Gas Production
